hammering hammer
forsaking forsake
cooperator cooperate
copulation copulate
connivance connive
acclimatization acclimatize
flapping flap
quarantine quarantine
slinging sling
dispatch dispatch
exertion exert
procurance procure
perfumery perfume
cumulus cumulate
transmitter transmit
offence offend
lodgement lodge
cannoneer cannon
item itemise
grace grace
digit digitize
teaching teach
attribution attribute
bug bug
snatcher snatch
cowling cowl
house house
despondence despond
enforcer enforce
repression repress
spoon spoon
band band
blockade blockade
lowering lower
encrustation encrust
flinch flinch
code codify
backup back_up
meet meet
soil soil
touching touch
justification justify
abundance abound
jactitation jactitate
mating mate
scrambler scramble
terror terrify
plunge plunge
buildup build_up
dwindling dwindle
symmetry symmetrize
inheritance inherit
forbidding forbid
reelection reelect
wanderer wander
scudding scud
humoring humor
retaking retake
sprouting sprout
carbon carburise
sleepwalking sleepwalk
garden garden
victimisation victimise
accruement accrue
surmise surmise
closure close
clearance clear
disembarkation disembark
pruner prune
preemptor preempt
refusal refuse
toller toll
beguilement beguile
corset corset
stomach stomach
slasher slash
patter patter
watching watch
responder respond
pattern pattern
pluralization pluralize
audit audit
sculpture sculpture
derailment derail
machination machinate
borer bore
heed heed
shear shear
lucubration lucubrate
transfer transfer
communication communicate
fertilization fertilize
deamination deaminate
vagabondage vagabond
precedency precede
haze haze
people people
participant participate
grinding grind
trifurcation trifurcate
dealer deal
hesitancy hesitate
coming come
mold mold
offender offend
overthrow overthrow
cannulation cannulate
registrant register
flow flow
spillage spill
vet vet
style style
prepayment prepay
self-destruction self-destruct
rehabilitation rehabilitate
swoon swoon
campaign campaign
negotiant negotiate
steamer steam
catapult catapult
aviation aviate
scalp scalp
edging edge
yacht yacht
reconnoitring reconnoitre
spin-off spin_off
bagging bag
desalinisation desalinise
sparring spar
cracker crack
violation violate
hesitator hesitate
shaper shape
dissolver dissolve
swerving swerve
discoverer discover
telegraphist telegraph
perjurer perjure
yowl yowl
roar roar
exportation export
multiplier multiply
gibe gibe
chit-chat chitchat
discombobulation discombobulate
acclamation acclaim
detachment detach
filtrate filtrate
sander sand
sorting sort
bead bead
molding mold
handshaking shake_hands
swindle swindle
traducer traduce
blob blob
expurgation expurgate
power power
pollination pollinate
bankruptcy bankrupt
talking talk
internationalization internationalize
calcination calcine
cutting cut
exercising exercise
cause cause
immobilization immobilize
vacation vacation
punishment punish
dispensation dispense
recliner recline
rib rib
chicane chicane
inauguration inaugurate
licensee licence
summer summer
piper pipe
aching ache
singsong singsong
accusal accuse
plasticizer plasticize
calligraphist calligraph
multiplication multiply
pruning prune
incursion incur
winter winterize
aroma aromatize
distributor distribute
dotard dote
disputation dispute
daydreaming daydream
show-off show_off
tenure tenure
pace pace
mythologization mythologize
demur demur
rope rope
subsidence subside
compensation compensate
fencing fence
subject subject
passer pass
excitement excite
leer leer
fomenter foment
cantilever cantilever
proffer proffer
procurer procure
glaciation glaciate
shower shower
rubdown rub_down
supercharger supercharge
annotation annotate
interaction interact
inflater inflate
darter dart
talker talk
separator separate
ligature ligate
spreader spread
marinade marinate
right right
roof roof
turnout turn_out
libel libel
condensing condense
verbalisation verbalise
challenger challenge
grinning grin
admonisher admonish
warning warn
grinner grin
mediation mediate
incision incise
man man
looter loot
smocking smock
spoiler spoil
summarization summarize
weakener weaken
cross-examination cross_examine
design design
filming film
minium miniate
spar spar
misconstrual misconstrue
reallotment reallot
adduction adduct
ridiculer ridicule
splurge splurge
sorrow sorrow
jet jet
stream stream
mopper mop
limner limn
reticulation reticulate
sharer share
counterpoise counterpoise
hiccough hiccough
professionalization professionalize
cement cement
peroration perorate
packer pack
munition munition
trembling tremble
solacement solace
interdict interdict
improver improve
diehard die_hard
drainage drain
degradation degrade
alkali alkalify
decussation decussate
trellis trellis
dial dial
supposal suppose
pasturage pasture
payer pay
offense offend
glissade glissade
sire sire
thunder thunder
spender spend
regress regress
overprotection overprotect
smooth smooth
gulp gulp
placement place
melioration meliorate
skulker skulk
depletion deplete
smirker smirk
shore shore
hitchhiker hitchhike
diagonalisation diagonalise
bulldozer bulldoze
swat swat
rubric rubricate
signaler signal
interference interfere
double-bogey double_bogey
earnings earn
argument argue
investing invest
garrotter garrotte
dodging dodge
encryption encrypt
apportionment apportion
capitulation capitulate
abscission abscise
blemish blemish
psalmist psalm
declassification declassify
chill chill
population populate
sunbather sunbathe
snooker snooker
successor succeed
abbreviator abbreviate
wire wire
soloist solo
tripper trip
ending end
compost compost
equaliser equalise
defoliant defoliate
unraveler unravel
correspondent correspond
bemusement bemuse
adoption adopt
analysis analyze
portage port
snooze snooze
destabilisation destabilise
redaction redact
impersonation impersonate
paster paste
tax tax
age age
intoxicant intoxicate
interpolation interpolate
stunt stunt
advantage advantage
hollo hollo
ante ante
plagiarist plagiarise
loiterer loiter
variegation variegate
thud thud
vacation vacate
toss toss
echo echo
waiver waive
racer race
reverence revere
brand brand
knock knock
toasting toast
resorption resorb
antique antiquate
box box
scuffer scuff
sour sour
description describe
gardening garden
chastisement chastise
abandonment abandon
wharfage wharf
regularisation regularise
foretelling foretell
touchdown touch_down
glamourisation glamourise
osculation osculate
building build
diagonal diagonalise
acidification acidify
humbug humbug
shutter shut
usurpation usurp
drool drool
solvent solve
purge purge
toying toy
funding fund
toot toot
regulation regulate
pasture pasture
idolizer idolize
relegation relegate
knower know
remittal remit
pounder pound
clotting clot
awakening awaken
befoulment befoul
detonator detonate
cosigner cosign
free_lance freelance
switcher switch
putrefaction putrefy
promotion promote
trawl trawl
clink clink
stifling stifle
discussant discuss
solace solace
blue blue
blether blether
butt-weld butt-weld
indenture indent
fin fin
tailoring tailor
rester rest
sequencer sequence
radiancy radiate
mastermind mastermind
carpeting carpet
propellant propel
rubber rubber
impalement impale
proposer propose
pawer paw
obedience obey
wane wane
shillyshally shillyshally
imbibition imbibe
feminisation feminise
researcher research
net net
culture acculturate
assistance assist
chemisorption chemisorb
calender calender
flour flour
dispute dispute
ostracism ostracise
mess mess
gouge gouge
galvanisation galvanise
doubter doubt
scrutinizer scrutinize
counselling counsel
shelling shell
impress impress
clang clang
dilator dilate
overcomer overcome
Restoration restore
butt-welding butt-weld
publiciser publicise
atomiser atomise
recess recess
traversal traverse
numbering number
detribalisation detribalise
collimation collimate
agony agonise
replenishment replenish
demon demonize
channel channelize
better bet
bellowing bellow
evangelism evangelise
removal remove
fold fold
enumeration enumerate
crapper crap
monopolization monopolize
quarreler quarrel
wandering wander
complexity complexify
sneezing sneeze
skinny-dip skinny-dip
watch watch
representation represent
inoculating inoculate
contriver contrive
wing wing
lucidity elucidate
reification reify
foundation found
circle circle
banking bank
assertion assert
pucker pucker
moisture moisten
forswearing forswear
acting act
floss floss
quarrying quarry
blend blend
clapper clap
separation separate
lump lump
tending tend
declination decline
cantonment canton
screener screen
lining line
garroter garrote
prompter prompt
predominance predominate
axe axe
coherency cohere
tool tool
culmination culminate
jackknife jackknife
flare-up flare_up
guffaw guffaw
waffler waffle
incurring incur
dying die
bar bar
conqueror conquer
expatiation expatiate
fostering foster
magnifier magnify
cloister cloister
mobilization mobilize
disregard disregard
cold_shoulder cold-shoulder
emphasis emphasize
component compose
harmonisation harmonise
monologue monologuize
kennel kennel
spying spy
sophisticate sophisticate
caper caper
acceptation accept
debauchery debauch
free-lance freelance
supplying supply
intention intend
hypnotizer hypnotize
allocator allocate
inhabitant inhabit
surround surround
clarion clarion
beatification beatify
excitation excite
maximization maximize
leakage leak
Crown crown
ascension ascend
unloading unload
surge surge
frame frame
shallow shallow
feast feast
grasping grasp
raiment raiment
guesstimate guesstimate
peep peep
overload overload
extirpation extirpate
flash flash
note annotate
masher mash
location locate
machinist machine
crosscut crosscut
salting salt
hurry hurry
questioning question
scavenger scavenge
wounding wound
vending vend
cutback cut_back
dicer dice
thunderer thunder
foot foot
mismatch mismatch
intumescency intumesce
attitude attitudinize
expectation expect
indorser indorse
shoe shoe
colligation colligate
embitterment embitter
strangulation strangulate
joy joy
bathe bathe
interviewer interview
gum gum
lunger lunge
char char
toboggan toboggan
piddle piddle
fan fan
whiff whiff
reversal reverse
pinch pinch
visualizer visualize
outcry outcry
bitumen bituminize
healer heal
objection object
curry curry
haggling haggle
trucking truck
stabling stable
retake retake
everting evert
tipple tipple
resplendence resplend
wink wink
sloucher slouch
treble treble
hiker hike
nosher nosh
close close
connotation connote
infringement infringe
tune-up tune_up
check check
idolization idolize
nictation nictate
coat coat
melter melt
developer develop
stultification stultify
susurrus susurrate
menstruation menstruate
belongings belong
thirst thirst
air air
misgiving misgive
putout put_out
shammer sham
copyright copyright
welt welt
pertinency pertain
Lord lord
titivation titivate
copolymer copolymerise
accounting account
pedaller pedal
amble perambulate
incasement incase
compartmentalisation compartmentalise
fluxion flux
hypostasis hypostatize
calcification calcify
pullulation pullulate
executant execute
confrontation confront
jollification jollify
tape_recorder tape_record
weakening weaken
zone zone
parachuter parachute
blazonry blazon
battle battle
matcher match
sizing size
squat squat
disbursement disburse
center center
stalk stalk
expressage express
stitchery stitch
attempt attempt
hyphenation hyphenate
gaggle gaggle
incense incense
mellowing mellow
snowball snowball
lodgings lodge
forging forge
crew crew
writer write
ranch ranch
focussing focus
pavement pave
collider collide
reporting report
spinning spin
prediction predict
sobbing sob
closet closet
catchment catch
conjuring conjure
memorialisation memorialise
categorization categorize
email email
reflector reflect
communism communize
naturalisation naturalise
receding recede
sportscaster sportscast
yachting yacht
federalization federalize
salvation salve
bowdlerization bowdlerize
unveiling unveil
seat seat
stigma stigmatize
dramatization dramatize
psychoanalyst psychoanalyze
rape rape
oxidization oxidize
cakewalk cakewalk
sharpshooter sharpshoot
militarization militarize
loft loft
promoter promote
exenteration exenterate
somersault somersault
mimeograph mimeograph
modernization modernize
introversion introvert
predicate predicate
embarkment embark
follow-up follow_up
overcompensation overcompensate
fleer flee
vibration vibrate
goading goad
nose nose
jerk jerk
disenchantment disenchant
ester esterify
bathing bathe
deicer deice
slowing slow
plug plug
cobble cobble
fuss fuss
paging page
arrester arrest
hugger-mugger hugger_mugger
bidding bid
transplantation transplant
wallpaperer wallpaper
fare fare
solmization solmizate
auditor audit
romp romp
alligator alligator
gobble gobble
recalculation recalculate
docker dock
emancipation emancipate
forecaster forecast
typist type
memorialization memorialize
bowdleriser bowdlerise
harpoon harpoon
justifier justify
bobsled bobsled
sanitation sanitate
varnish varnish
cross-question cross_question
perseveration perseverate
preoccupancy preoccupy
normalisation normalise
titillation titillate
purpose purpose
grope grope
limitation limit
industrialisation industrialise
babbitt babbitt
tanning tan
caviller cavil
scarer scare
glory glory
alternate alternate
drafter draft
pollen pollinate
amount amount
stoning stone
fiction fictionalize
jumble jumble
inversion invert
frying fry
broiler broil
parcel parcel
pasteurization pasteurize
inhibitor inhibit
deity deify
butt_welding butt-weld
grazing graze
mop_up mop_up
obsolescence obsolesce
lie lie
transduction transduce
dismount dismount
skittle skittle
tillage till
ascription ascribe
manager manage
middle middle
malignment malign
drain drain
conclusion conclude
drapery drape
organizer organize
botany botanise
qualification qualify
affiliation affiliate
merger merge
suspiration suspire
butt-weld buttweld
cowl cowl
catabolism catabolize
fork fork
zest zest
notary notarize
teacher teach
jangle jangle
voter vote
countermine countermine
emcee emcee
modeller model
eviction evict
homogenisation homogenise
fancier fancy
tint tint
vendition vend
sieve sift
iteration iterate
skip skip
crisp crisp
overlap overlap
act actuate
topicalization topicalize
prejudgement prejudge
bevel bevel
aerosol aerosolise
scrawler scrawl
shriek shriek
settle settle
freckle freckle
cluck cluck
trick trick
measurer measure
corrugation corrugate
confection confect
complexion complect
incrimination incriminate
pitching pitch
jointure join
intermediator intermediate
steal steal
aspersion asperse
batik batik
cone cone
syringe syringe
cuddle cuddle
lineation line
offset offset
orbit orbit
cessation cease
propaganda propagandize
advertisement advertise
insinuation insinuate
dazzle dazzle
horripilation horripilate
forecasting forecast
hydrate hydrate
atomization atomize
assessment assess
stroller stroll
glint glint
gaming game
upbraider upbraid
beginner begin
filibuster filibuster
spot_welder spotweld
grunter grunt
putt putt
defiler defile
ringer ring
introspection introspect
tincture tincture
advertizement advertize
groan groan
machinator machinate
prolapse prolapse
stray stray
station station
accord accord
deportee deport
collapse collapse
occupier occupy
willing will
flouter flout
issue issue
miscalculation miscalculate
dogmatist dogmatise
double-crossing double_cross
visualisation visualise
dunk dunk
issuing issue
authorization authorize
cable cable
stickler stickle
confederation confederate
chopper chop
builder build
anger anger
grooming groom
allegoriser allegorise
dumping dump
discontinuance discontinue
harmony harmonise
girdle girdle
screwing screw
pantomime pantomime
syncope syncopate
sum sum
angle angle
decipherer decipher
brawl brawl
transcendence transcend
videotape videotape
lather lather
alleviation alleviate
yawn yawn
spicery spice
bungler bungle
leapfrog leapfrog
calk calk
fabrication fabricate
pawn pawn
vault vault
vitalization vitalize
exaltation exalt
blather blather
fisher fish
Pyramid pyramid
patron patronize
absorbate absorb
labourer labour
mousse mousse
hitch hitch
taxi taxi
twaddler twaddle
consort consort
phrasing phrase
steerer steer
affirmer affirm
berth berth
aspiration aspirate
apparel apparel
adorer adore
Creation create
embankment embank
sedimentation sediment
camphor camphorate
animator animate
drawler drawl
preferment prefer
bet bet
abnegation abnegate
droop droop
confederacy confederate
fibber fib
craft craft
vexer vex
gentrification gentrify
number number
beginning begin
Fall fall
test_driver test_drive
gloat gloat
marble marbleize
call_up call_up
canalization canal
kidnapping kidnap
reliving relive
shadow shadow
melanin melanize
defroster defrost
doctor doctor
stretcher stretch
ruminator ruminate
date date
censure censure
call-back call_back
fryer fry
moralisation moralise
polemic polemize
flutter flutter
bullshit bullshit
proclamation proclaim
smiler smile
petting pet
equal equal
misinformation misinform
teeoff tee_off
saluter salute
brush-off brush_off
institution institutionalize
lavation lave
litterer litter
placard placard
snooper snoop
debut debut
horseback_riding ride_horseback
triplicate triplicate
two-step two-step
consent consent
unraveller unravel
contester contest
thrash thrash
drop-off drop_off
discouragement discourage
gourmandizer gourmandize
counteraction counteract
quitter quit
referee referee
explanation explain
wallow wallow
plugger plug
block block
mixture mix
resolving resolve
aim aim
retriever retrieve
boat boat
married marry
contradistinction contradistinguish
whisperer whisper
digitiser digitise
retaliator retaliate
drifter drift
par par
thus thurify
tempering temper
crane crane
smirk smirk
subsiding subside
puncher punch
default default
finisher finish
reissue reissue
type type
inventorying inventory
ooze ooze
baa baa
smotherer smother
sloganeering sloganeer
interruption interrupt
prater prate
capsule capsulize
group group
angle angulate
harmonization harmonize
barb barb
hobbler hobble
desynchronization desynchronize
cross-link cross-link
reburial rebury
regularization regularize
flaming flame
carouse carouse
wetter wet
hurdling hurdle
goof goof
disillusionment disillusion
pretend pretend
vaccinator vaccinate
delay delay
serialisation serialise
pesterer pester
probe probe
yanker yank
ladle ladle
bowdlerisation bowdlerise
holdup hold_up
synchrony synchronise
individuation individuate
fadeout fade_out
icing ice
misprint misprint
freeloader freeload
thwack thwack
nourishment nourish
whirr whirr
overeating overeat
commissioning commission
savor savor
card card
staging stage
bestowment bestow
feigning feign
gyp gyp
swipe swipe
subornation suborn
increase increase
nominator nominate
chin-up chin_up
adornment adorn
grip grip
waiting wait
badge badge
foul-up foul_up
collaboration collaborate
expostulation expostulate
energizer energize
renovation renovate
clout clout
susurration susurrate
elation elate
warm-up warm_up
aggressor aggress
lighterage lighter
shipper ship
debaucher debauch
ravisher ravish
tippler tipple
disorder disorder
bubbler bubble
shuffle shuffle
dock dock
hypothesis hypothecate
take take
trill trill
armament arm
telegrapher telegraph
advisor advise
conveyer convey
enforcement enforce
whistle whistle
circular circularise
matriculation matriculate
vinification vinify
radio radio
survey survey
shoulder shoulder
overrating overrate
barterer barter
boaster boast
celebration celebrate
recession recede
whack whack
narrow narrow
luggage lug
trucker truck
tipper tip
charge charge
clank clank
extenuation extenuate
actuation actuate
ramp ramp
crime criminate
denationalisation denationalise
trip trip
twinkle twinkle
improvisation improvise
interbreeding interbreed
fluorescence fluoresce
swindler swindle
analogy analogise
epitome epitomise
gravure engrave
spotting spot
liquidation liquidate
deregulation deregulate
premise premise
efflorescence effloresce
miss miss
telegraph telegraph
disinfestation disinfest
garage garage
assayer assay
vilification vilify
witness witness
misbeliever misbelieve
interlude interlude
tucker tuck
leaver leave
fuck fuck
laugher laugh
investor invest
canoe canoe
humming hum
plater plate
inconvenience inconvenience
ratiocination ratiocinate
demoralisation demoralise
rendering render
steam steam
glare glare
irradiation irradiate
sketch sketch
director direct
trammel trammel
analyst analyze
invalidation invalidate
strap strap
golfing golf
rut rut
rumination ruminate
chime chime
advection advect
vocaliser vocalise
raider raid
indenture indenture
standing stand
fox_hunting foxhunt
blastoff blast_off
scandal scandalise
boldface boldface
thought think
promisor promise
junk junk
bounder bound
homogenization homogenize
bowdlerizer bowdlerize
bludgeoner bludgeon
lamina laminate
corral corral
internalisation internalise
carver carve
bias bias
adsorbent adsorb
shoplifting shoplift
export export
abasement abase
signaling signal
contributor contribute
shrine shrine
ulcer ulcerate
primping primp
sequestration sequester
ill-usage ill-use
hybridization hybridize
briber bribe
depositor deposit
notice notice
confirmation confirm
rescuer rescue
avail avail
insurer insure
callus callus
curtailment curtail
drubbing drub
weigher weigh
highjacking highjack
land land
emigration emigrate
trauma traumatise
staggerer stagger
leaf leaf
metabolism metabolize
black_marketeer black_marketeer
delineation delineate
premeditation premeditate
enrollment enroll
hoax hoax
inspissation inspissate
mismanagement mismanage
pin pin
persona impersonate
asterisk asterisk
synchroniser synchronise
occasion occasion
checker check
cop cop
fluting flute
straddle straddle
respondent respond
knowing know
oil oil
jumping jump
redactor redact
example exemplify
murmuration murmur
prognosis prognosticate
attractor attract
maroon maroon
slalom slalom
tramp tramp
poking poke
thrill thrill
oxidizer oxidize
boondoggle boondoggle
trainee train
overcasting overcast
survival survive
sectionalization sectionalize
lessee lease
raising raise
dimension dimension
whooper whoop
cinch cinch
heist heist
maker make
jog jog
division divide
chiseler chisel
wrap wrap
testifier testify
hack hack
assassinator assassinate
scowl scowl
gelding geld
skateboard skateboard
carbonisation carbonise
briefing brief
retardation retard
rue rue
wash wash
underestimate underestimate
cupping cup
woman womanize
muscle muscle
emptying empty
squirt squirt
revilement revile
resonance resonate
minimisation minimise
spite spite
slander slander
aquatint aquatint
marginalization marginalize
eversion evert
cooler cool
anaesthetic anaesthetize
truckler truckle
exposure expose
dribble dribble
dissembler dissemble
harangue harangue
bafflement baffle
slaying slay
airbrush airbrush
parachuting parachute
prowl prowl
array array
creosote creosote
chute chute
consignment consign
rot rot
vomiting vomit
jab jab
jar jar
reply reply
harper harp
vulcaniser vulcanise
simplification simplify
betrayer betray
return return
ascender ascend
reincarnation reincarnate
constriction constrict
concealment conceal
coinsurance coinsure
duplicator duplicate
snatch snatch
tongue tongue
sneerer sneer
dropout drop_out
estivation estivate
demander demand
scooter scoot
housecleaning houseclean
suffusion suffuse
retrenchment retrench
pot pot
dread dread
surtax surtax
thinking think
walking walk
mailing mail
jewelry jewel
repositing reposit
pitter-patter pitter-patter
backing back
adulator adulate
distillate distill
digression digress
foiling foil
cachinnation cachinnate
stigmatization stigmatize
alleviator alleviate
handling handle
catnap catnap
counter counter
sparer spare
rice rice
host host
quantisation quantise
luging luge
resuscitation resuscitate
sprinkle sprinkle
distributer distribute
congestion congest
reviewer review
babysitter baby-sit
black_market black_market
revelation reveal
confinement confine
jolly jolly
spot-welding spot-weld
petitioner petition
stripping strip
sculptor sculpt
metrification metrify
loosening loosen
transmogrification transmogrify
lighter lighter
pinnacle pinnacle
tusk tusk
modelling model
depilator depilate
characterization characterize
leash leash
pile pile
taster taste
reference reference
eradication eradicate
serve serve
arrangement arrange
swelling swell
animal animalise
wriggle wriggle
fictionalisation fictionalise
freezing freeze
syllabification syllabify
sufferer suffer
debriefing debrief
assenter assent
pimp pimp
clatter clatter
demolition demolish
hook hook
decimal decimalize
socializer socialize
swatter swatter
despising despise
conjuror conjure
walking_on_air walk_on_air
supporting support
sanctification sanctify
tubing tube
hitter hit
deviser devise
gibber gibber
bother bother
greeting greet
licensee license
quivering quiver
raving rave
nitrification nitrify
documentation document
sewer sew
cool cool
nausea nauseate
flaunt flaunt
howling howl
humanisation humanise
trade trade
tacker tack
advisement advise
smooch smooch
reorganization reorganize
chronology chronologize
pledge pledge
inventor invent
dapple dapple
liner line
misleader mislead
jailer jail
entrenchment entrench
throttle throttle
surroundings surround
runner run
reconnoitering reconnoiter
watering water
splint splint
exerciser exercise
malingerer malinger
winch winch
squint squint
fruit fruit
torch torch
malfunction malfunction
falcon falcon
ranking rank
mugging mug
brood brood
stud stud
glimmer glimmer
arbitration arbitrate
editor edit
shaker shake
statement state
snarl snarl
recommencement recommence
demoralization demoralize
concern concern
vocalizing vocalize
prefixation prefix
theologizer theologize
globalisation globalise
insulator insulate
incitation incite
lamination laminate
starch starch
reservation reserve
titterer titter
brave brave
crystal crystalize
stamp stamp
charter charter
micturition micturate
slum slum
glitter glitter
peroxide peroxide
cautery cauterize
plier ply
bud bud
wriggler wriggle
gossip gossip
forfeit forfeit
butchery butcher
overdrive overdrive
abettor abet
editing edit
moonshine moonshine
reenforcement reenforce
disconnection disconnect
walk-in walk_in
argumentation argue
remand remand
spattering spatter
transformer transform
fowl fowl
remembering remember
butter butt
spotter spot
batten batten
mash mash
fallback fall_back
bill bill
spit spit
overacting overact
boating boat
sodomy sodomise
tip-off tip_off
unicycle unicycle
moistening moisten
leader lead
symbolizer symbolize
validation validate
crucifix crucify
thruster thrust
alliance ally
flashback flash_back
stopple stopple
whoop whoop
induction induce
leech leech
anthology anthologize
hue hue
polymerisation polymerise
symbolisation symbolise
inhabitancy inhabit
specialist specialize
undercharge undercharge
stander stand
song sing
catcall catcall
schematisation schematise
anagram anagrammatise
review review
transit transit
hiss hiss
reserve reserve
browse browse
admonition admonish
cycling cycle
branch branch
vaccination vaccinate
baffle baffle
revenge revenge
ratifier ratify
mortgagee mortgage
brainstorm brainstorm
crust crust
crape crape
appurtenance appertain
orchestra orchestrate
vulcanisation vulcanise
percolator percolate
scrimmage scrimmage
oxygen oxygenize
stampede stampede
sob sob
jostling jostle
diver dive
respiration respire
windup wind_up
percussor percuss
reinstatement reinstate
outfit outfit
expunging expunge
bracer brace
mortise mortise
vapor evaporate
choker choke
predication predicate
stooper stoop
initialization initialize
ice_skating ice_skate
recusal recuse
craving crave
conserve conserve
strip strip
irritation irritate
chaperon chaperon
gemination geminate
souring sour
supposition suppose
protester protest
voyage voyage
eyeball eyeball
move move
aggrandizement aggrandize
tiling tile
assignee assign
moralizing moralize
completion complete
administration administer
connection connect
governing govern
consolidation consolidate
cheerleader cheerlead
salve salve
slapper slap
hobble hobble
rake-off rake_off
pointer point
rioting riot
martyr martyr
seduction seduce
narration narrate
coinage coin
volunteer volunteer
obligation obligate
beneficiation beneficiate
tweet tweet
pulsation pulsate
garter garter
stay stay
threshing thresh
sustenance sustain
consonance consonate
warrantor warrant
bat bat
furniture furnish
graduate graduate
adolescence adolesce
pity pity
scraping scrape
dig dig
carbonic_acid carbonate
copying copy
chlorine chlorinate
concept conceptualise
act act
dust dust
squeegee squeegee
dawning dawn
pauperisation pauperise
visitation visit
confection confection
hibernation hibernate
clinker clinker
hospitalization hospitalize
spacing space
identification identify
feeder feed
alienator alienate
progression progress
coo coo
traveller travel
mentioner mention
signalisation signalise
invitee invite
rewording reword
lamentation lament
paddle paddle
arouser arouse
proposition propose
pulverisation pulverise
discussion discuss
rinsing rinse
layover lay_over
convening convene
relish relish
jogger jog
ether etherify
pass pass
allowance allow
qualifying qualify
engorgement engorge
crest crest
damage damage
shielder shield
auspice auspicate
acerbity acerbate
barricade barricade
departer depart
dissuasion dissuade
automaton automatize
arc arc
mother mother
poison poison
refining refine
mizzle mizzle
sleepwalker sleepwalk
fragment fragmentize
raid raid
amputator amputate
coruscation coruscate
ape ape
carry carry
wipeout wipe_out
fathom fathom
tin tin
cauterization cauterize
correlation correlate
canter canter
esteem esteem
opposition oppose
note note
tranquilliser tranquillise
conspirator conspire
cocoon cocoon
encasement encase
looting loot
idol idolize
antecedent antecede
usance use
banter banter
douche douche
taunt taunt
cyclist cycle
nosh nosh
mime mime
acquiring acquire
demurrer demur
dike dike
impoverishment impoverish
caddy caddy
deceiver deceive
joke joke
combination combine
whipping whip
blinking blink
oversimplification oversimplify
limper limp
consubstantiation consubstantiate
advertising advertise
scroll scroll
overfeeding overfeed
estimator estimate
flavor flavor
entrapment entrap
sleep sleep
survivor survive
wall wall
rummage rummage
spank spank
divination divine
canon canonize
abridgement abridge
papering paper
dive_bomber dive-bomb
weldment weld
collecting collect
reconciliation reconcile
gilding gild
salter salt
jitterbug jitterbug
farce farce
revaluation revalue
detector detect
indexer index
sprawler sprawl
purr purr
clapping clap
exaggeration exaggerate
inspection inspect
freshener freshen
rampage ramp
drama dramatise
fork bifurcate
welcomer welcome
intumescence intumesce
head head
subbing sub
diagnosis diagnose
chirp chirp
mistiming mistime
clip clip
dichotomization dichotomize
concertina concertina
poetiser poetise
skydiving skydive
fleer fleer
deflation deflate
expatriation expatriate
fresco fresco
winnowing winnow
pilotage pilot
remotion remove
air_conditioning air-condition
canvasser canvas
underproduction underproduce
reason reason
countersink countersink
shroud shroud
beauty beautify
growing grow
presentation present
theoriser theorise
recruiter recruit
venturer venture
output output
deviant deviate
factor factor
stager stage
defecation defecate
urbanization urbanize
roofing roof
paneling panel
exponent expound
bone bone
proposition proposition
strut strut
libration librate
purity purify
X-raying x-ray
imbibing imbibe
variant vary
devising devise
resection resect
tricker trick
sterilization sterilize
internalization internalize
roaring roar
transport transport
glazier glaze
feint feint
chunk chunk
expounding expound
decolonisation decolonise
object objectify
miscegenation miscegenate
muzzler muzzle
syndicate syndicate
oxide oxidize
needle needle
refurbishment refurbish
digitization digitize
swish swish
plumbing plumb
smattering smatter
denigration denigrate
familiarisation familiarise
oxygen oxygenate
retrospect retrospect
bastardisation bastardise
personation personate
shunter shunt
discovery discover
torturing torture
error err
toner tone
patina patinize
father father
calendar calendar
meow meow
recap recap
log log
port port
automation automate
sampler sample
disparager disparage
praise praise
prizefighter prizefight
drudge drudge
importee import
clamoring clamor
tap_dance tap_dance
blanket blanket
oozing ooze
confuter confute
jogging jog
respirator respire
program program
predictor predict
weeping weep
diagram diagram
exasperation exasperate
gathering gather
pant pant
coursing course
junket junket
engraver engrave
trimmer trim
temptation tempt
pressure pressurise
origination originate
whale whale
migration migrate
misunderstanding misunderstand
wooer woo
cork cork
wiring wire
crock crock
inducer induce
massager massage
docking dock
butt_weld butt-weld
mortgager mortgage
concretion concrete
handover hand_over
picking pick
skin skin
valuator valuate
cancel cancel
misappropriation misappropriate
rebuker rebuke
screening screen
gambol gambol
buzzer buzz
mower mow
fetter fetter
pension pension
canalization canalize
compression compress
promise promise
preposition prepose
tintinnabulation tintinnabulate
jeopardy jeopardize
dibble dibble
deduction deduce
rim rim
sweating sweat
lace lace
conceding concede
devotion devote
extravasation extravasate
backstroker backstroke
Anglicisation anglicise
alimentation aliment
turnup turn_up
slanderer slander
vaunt vaunt
resolvent resolve
crossbreed crossbreed
hoper hope
alibi alibi
refreshment refresh
garotte garotte
aquaplane aquaplane
prospector prospect
tittle-tattle tittle-tattle
solvent solvate
cleaver cleave
deposition depose
Transfiguration transfigure
black black
coax coax
cuff cuff
eye eye
officiation officiate
spring spring
banquet banquet
scanning scan
polymerization polymerize
snag snag
consumption consume
canal canal
instillation instill
nomination nominate
pontificate pontificate
booze booze
riser rise
meaning mean
nark nark
dissimulation dissimulate
struggler struggle
union unite
deviate deviate
photographer photograph
overestimate overestimate
stimulation stimulate
ramification ramify
vulgariser vulgarise
assignment assign
interpretation interpret
weeper weep
wind wind
cosh cosh
molestation molest
streamliner streamline
curdling curdle
bottle bottle
trauma traumatize
conduct conduct
lag lag
ptyalism ptyalize
ham ham
fusillade fusillade
glut glut
measurement measure
thorium thoriate
